Index,Id,Name,Date,NumCommits
1,12317843,4.0.0,2011-12-07,92
2,12319145,4.1.0,2012-06-13,111
3,12321757,4.1.1,2013-01-16,198
4,12320244,4.2.0,2013-01-19,0
5,12323840,4.2.1,2013-03-27,23
6,12324601,4.2.2,2013-10-10,51
7,12323267,4.3.0,2014-02-02,33
8,12325569,4.2.3,2014-06-27,35
9,12328755,4.3.1,2015-05-24,73
10,12333529,4.3.2,2015-11-17,15
11,12325566,4.4.0,2016-05-16,46
12,12335340,4.5.0,2017-08-10,324
13,12341342,4.5.1,2017-09-10,54
14,12335749,4.6.0,2017-11-10,72
