Key,CreationDate,ResolutionDate,OpeningVersionIndex,OpeningVersionName,FixedVersionIndex,FixedVersionName,InjectedVersionIndex,InjectedVersionName,AffectedVersionIndices,AffectedVersionNames,NumAssociatedCommits
STORM-1407,2015-12-21,2015-12-28,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1412,2015-12-23,2016-01-04,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1397,2015-12-16,2016-01-04,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1218,2015-11-18,2016-01-04,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1427,2015-12-30,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,7
STORM-1426,2015-12-29,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1424,2015-12-29,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1422,2015-12-28,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1417,2015-12-23,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1413,2015-12-23,2016-01-05,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-695,2015-02-27,2016-01-05,5,0.9.4,9,1.0.0,4,0.9.3,4,0.9.3,5
STORM-1396,2015-12-16,2016-01-06,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1458,2016-01-08,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1457,2016-01-08,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1449,2016-01-07,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1432,2016-01-05,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1425,2015-12-29,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1423,2015-12-28,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,10,0.10.1,5
STORM-1418,2015-12-25,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1408,2015-12-22,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1348,2015-11-24,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,6
STORM-1219,2015-11-19,2016-01-11,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1160,2015-11-03,2016-01-11,7,0.10.0,9,1.0.0,6,0.9.5,,,5
STORM-1150,2015-10-30,2016-01-11,7,0.10.0,9,1.0.0,7,0.10.0,7,0.10.0,3
STORM-468,2014-08-23,2016-01-11,4,0.9.3,9,1.0.0,3,0.9.2-incubating,3,0.9.2-incubating,5
STORM-1453,2016-01-08,2016-01-13,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1419,2015-12-25,2016-01-13,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1445,2016-01-06,2016-01-14,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1470,2016-01-13,2016-01-15,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,4
STORM-1467,2016-01-12,2016-01-15,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1466,2016-01-12,2016-01-15,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1478,2016-01-16,2016-01-19,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1484,2016-01-17,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1482,2016-01-16,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1481,2016-01-16,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,,,8
STORM-1472,2016-01-13,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,7
STORM-1468,2016-01-13,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1452,2016-01-08,2016-01-20,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,2
STORM-1405,2015-12-18,2016-01-21,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1486,2016-01-20,2016-01-22,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1485,2016-01-19,2016-01-22,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1463,2016-01-12,2016-01-22,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1499,2016-01-23,2016-01-24,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1496,2016-01-22,2016-01-25,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-1495,2016-01-22,2016-01-25,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,0
STORM-1503,2016-01-26,2016-01-27,9,1.0.0,9,1.0.0,7,0.10.0,7|10,0.10.0|0.10.1,1
STORM-1510,2016-01-29,2016-01-30,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1518,2016-02-02,2016-02-03,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1504,2016-01-27,2016-02-03,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1527,2016-02-05,2016-02-05,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1517,2016-02-02,2016-02-05,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1455,2016-01-08,2016-02-05,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,4
STORM-1531,2016-02-08,2016-02-09,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1526,2016-02-04,2016-02-09,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1520,2016-02-03,2016-02-09,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1521,2016-02-03,2016-02-10,9,1.0.0,9,1.0.0,6,0.9.5,6|7,0.9.5|0.10.0,2
STORM-1476,2016-01-15,2016-02-10,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,4
STORM-1534,2016-02-09,2016-02-11,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-1533,2016-02-09,2016-02-11,9,1.0.0,9,1.0.0,7,0.10.0,7,0.10.0,3
STORM-1519,2016-02-02,2016-02-11,9,1.0.0,9,1.0.0,9,1.0.0,,,5
STORM-1538,2016-02-11,2016-02-12,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1147,2015-10-29,2016-02-17,7,0.10.0,9,1.0.0,7,0.10.0,7,0.10.0,4
STORM-1541,2016-02-12,2016-02-19,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1532,2016-02-09,2016-02-19,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1522,2016-02-03,2016-02-19,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1516,2016-02-02,2016-02-22,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,4
STORM-1566,2016-02-22,2016-02-23,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,4
STORM-1558,2016-02-18,2016-02-23,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,2
STORM-1572,2016-02-23,2016-02-24,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1564,2016-02-19,2016-02-24,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1578,2016-02-25,2016-02-25,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,1
STORM-1540,2016-02-11,2016-02-25,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,4
STORM-1493,2016-01-22,2016-02-25,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1552,2016-02-15,2016-02-26,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,0
STORM-1545,2016-02-12,2016-02-26,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1542,2016-02-12,2016-02-26,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,4
STORM-1488,2016-01-20,2016-02-26,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1576,2016-02-25,2016-02-29,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,4
STORM-1530,2016-02-08,2016-02-29,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1587,2016-02-29,2016-03-01,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1592,2016-03-01,2016-03-02,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,5
STORM-1579,2016-02-26,2016-03-02,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,5
STORM-1596,2016-03-02,2016-03-03,9,1.0.0,9,1.0.0,7,0.10.0,7|9|10|26,0.10.0|1.0.0|0.10.1|2.0.0,3
STORM-1601,2016-03-03,2016-03-04,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1561,2016-02-18,2016-03-04,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,1
STORM-1543,2016-02-12,2016-03-04,9,1.0.0,9,1.0.0,7,0.10.0,7|9|10|26,0.10.0|1.0.0|0.10.1|2.0.0,1
STORM-1528,2016-02-05,2016-03-04,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1606,2016-03-06,2016-03-07,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1588,2016-02-29,2016-03-07,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,5
STORM-1603,2016-03-04,2016-03-09,9,1.0.0,9,1.0.0,7,0.10.0,7,0.10.0,0
STORM-1608,2016-03-07,2016-03-14,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1637,2016-03-17,2016-03-17,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1623,2016-03-14,2016-03-17,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1616,2016-03-09,2016-03-17,9,1.0.0,9,1.0.0,9,1.0.0,,,1
STORM-1615,2016-03-09,2016-03-17,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1629,2016-03-15,2016-03-20,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1602,2016-03-04,2016-03-20,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,3
STORM-948,2015-07-17,2016-03-21,7,0.10.0,9,1.0.0,6,0.9.5,6,0.9.5,0
STORM-1641,2016-03-21,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1636,2016-03-17,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,6
STORM-1631,2016-03-15,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,,,6
STORM-1614,2016-03-09,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,,,6
STORM-1604,2016-03-05,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,0
STORM-1556,2016-02-17,2016-03-22,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,4
STORM-584,2014-12-05,2016-03-22,5,0.9.4,9,1.0.0,5,0.9.4,8,0.9.6,4
STORM-1622,2016-03-14,2016-03-23,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1625,2016-03-14,2016-03-24,9,1.0.0,9,1.0.0,9,1.0.0,,,4
STORM-1655,2016-03-24,2016-03-25,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1654,2016-03-24,2016-03-25,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,5
STORM-1609,2016-03-07,2016-03-28,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1030,2015-09-04,2016-03-29,7,0.10.0,9,1.0.0,7,0.10.0,,,5
STORM-1666,2016-03-30,2016-03-31,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,3
STORM-1665,2016-03-30,2016-03-31,9,1.0.0,9,1.0.0,9,1.0.0,,,3
STORM-1663,2016-03-29,2016-03-31,9,1.0.0,9,1.0.0,9,1.0.0,26,2.0.0,5
STORM-1673,2016-04-01,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1669,2016-03-31,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1668,2016-03-30,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1667,2016-03-30,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,0
STORM-1632,2016-03-16,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,,,0
STORM-1581,2016-02-26,2016-04-01,9,1.0.0,9,1.0.0,9,1.0.0,9,1.0.0,0
STORM-1677,2016-04-02,2016-04-04,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1670,2016-03-31,2016-04-04,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,5
STORM-1687,2016-04-05,2016-04-11,9,1.0.0,9,1.0.0,9,1.0.0,9|26,1.0.0|2.0.0,5
STORM-1658,2016-03-27,2016-04-12,9,1.0.0,9,1.0.0,9,1.0.0,,,2
STORM-1706,2016-04-12,2016-04-19,9,1.0.0,10,0.10.1,9,1.0.0,9,1.0.0,0
STORM-1696,2016-04-07,2016-04-19,9,1.0.0,10,0.10.1,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1693,2016-04-07,2016-04-19,9,1.0.0,10,0.10.1,9,1.0.0,9,1.0.0,4
STORM-1681,2016-04-04,2016-04-19,9,1.0.0,10,0.10.1,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1714,2016-04-15,2016-04-20,10,0.10.1,10,0.10.1,9,1.0.0,9|26,1.0.0|2.0.0,5
STORM-1704,2016-04-11,2016-04-20,9,1.0.0,10,0.10.1,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1683,2016-04-04,2016-04-20,9,1.0.0,10,0.10.1,9,1.0.0,9|26,1.0.0|2.0.0,3
STORM-1544,2016-02-12,2016-04-21,9,1.0.0,10,0.10.1,9,1.0.0,9,1.0.0,4
STORM-1725,2016-04-22,2016-04-22,10,0.10.1,10,0.10.1,9,1.0.0,9,1.0.0,0
STORM-1535,2016-02-09,2016-04-25,9,1.0.0,10,0.10.1,6,0.9.5,6|7,0.9.5|0.10.0,4
STORM-1645,2016-03-22,2016-04-26,9,1.0.0,10,0.10.1,7,0.10.0,7,0.10.0,0
STORM-1731,2016-04-26,2016-04-27,10,0.10.1,10,0.10.1,9,1.0.0,9,1.0.0,0
STORM-1729,2016-04-26,2016-04-27,10,0.10.1,10,0.10.1,9,1.0.0,9,1.0.0,0
STORM-143,2013-12-15,2016-04-28,2,0.9.1-incubating,10,0.10.1,2,0.9.1-incubating,,,0
STORM-1741,2016-04-28,2016-04-29,10,0.10.1,10,0.10.1,10,0.10.1,11,1.0.1,0
STORM-1733,2016-04-26,2016-04-29,10,0.10.1,10,0.10.1,4,0.9.3,4|5|6|7|8,0.9.3|0.9.4|0.9.5|0.10.0|0.9.6,2
STORM-1620,2016-03-11,2016-04-30,9,1.0.0,10,0.10.1,9,1.0.0,,,3
STORM-1764,2016-05-04,2016-05-16,10,0.10.1,12,1.0.2,10,0.10.1,,,2
STORM-1761,2016-05-03,2016-05-16,10,0.10.1,12,1.0.2,10,0.10.1,11|26,1.0.1|2.0.0,4
STORM-1756,2016-05-02,2016-05-16,10,0.10.1,12,1.0.2,10,0.10.1,,,4
STORM-1754,2016-05-01,2016-05-16,10,0.10.1,12,1.0.2,10,0.10.1,,,0
STORM-1750,2016-04-30,2016-05-16,10,0.10.1,12,1.0.2,7,0.10.0,7|9|26,0.10.0|1.0.0|2.0.0,6
STORM-1735,2016-04-27,2016-05-16,10,0.10.1,12,1.0.2,9,1.0.0,9|26,1.0.0|2.0.0,4
STORM-1713,2016-04-15,2016-05-16,10,0.10.1,12,1.0.2,10,0.10.1,,,4
STORM-1676,2016-04-01,2016-05-16,9,1.0.0,12,1.0.2,9,1.0.0,26,2.0.0,2
STORM-1672,2016-03-31,2016-05-16,9,1.0.0,12,1.0.2,9,1.0.0,26,2.0.0,4
STORM-1773,2016-05-10,2016-05-17,12,1.0.2,12,1.0.2,9,1.0.0,9|11|26,1.0.0|1.0.1|2.0.0,2
STORM-1842,2016-05-17,2016-05-20,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,3
STORM-1674,2016-04-01,2016-05-20,9,1.0.0,12,1.0.2,4,0.9.3,4|10|11,0.9.3|0.10.1|1.0.1,2
STORM-1862,2016-05-24,2016-05-24,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,1
STORM-1851,2016-05-19,2016-05-24,12,1.0.2,12,1.0.2,11,1.0.1,11,1.0.1,2
STORM-1848,2016-05-18,2016-05-24,12,1.0.2,12,1.0.2,11,1.0.1,11|26,1.0.1|2.0.0,4
STORM-1728,2016-04-23,2016-05-24,10,0.10.1,12,1.0.2,9,1.0.0,9,1.0.0,2
STORM-1859,2016-05-23,2016-05-25,12,1.0.2,12,1.0.2,12,1.0.2,,,2
STORM-1861,2016-05-23,2016-06-01,12,1.0.2,12,1.0.2,9,1.0.0,9,1.0.0,4
STORM-1853,2016-05-20,2016-06-01,12,1.0.2,12,1.0.2,9,1.0.0,9,1.0.0,4
STORM-1749,2016-04-29,2016-06-01,10,0.10.1,12,1.0.2,10,0.10.1,,,3
STORM-1878,2016-06-02,2016-06-07,12,1.0.2,12,1.0.2,11,1.0.1,11,1.0.1,4
STORM-1887,2016-06-07,2016-06-08,12,1.0.2,12,1.0.2,11,1.0.1,11,1.0.1,2
STORM-1864,2016-05-25,2016-06-08,12,1.0.2,12,1.0.2,12,1.0.2,,,5
STORM-1884,2016-06-06,2016-06-09,12,1.0.2,12,1.0.2,12,1.0.2,,,2
STORM-1882,2016-06-05,2016-06-09,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,2
STORM-1771,2016-05-09,2016-06-09,12,1.0.2,12,1.0.2,12,1.0.2,,,2
STORM-1575,2016-02-25,2016-06-09,9,1.0.0,12,1.0.2,9,1.0.0,9|26,1.0.0|2.0.0,2
STORM-1841,2016-05-16,2016-06-13,12,1.0.2,12,1.0.2,11,1.0.1,11|26,1.0.1|2.0.0,4
STORM-1906,2016-06-15,2016-06-16,12,1.0.2,12,1.0.2,11,1.0.1,11|26,1.0.1|2.0.0,3
STORM-394,2014-07-08,2016-06-20,4,0.9.3,12,1.0.2,2,0.9.1-incubating,2,0.9.1-incubating,0
STORM-1920,2016-06-22,2016-06-22,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,3
STORM-1911,2016-06-17,2016-06-22,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,5
STORM-1925,2016-06-23,2016-06-24,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,3
STORM-1907,2016-06-16,2016-06-24,12,1.0.2,12,1.0.2,12,1.0.2,16,1.1.0,4
STORM-1924,2016-06-22,2016-06-28,12,1.0.2,12,1.0.2,9,1.0.0,9,1.0.0,3
STORM-973,2015-08-07,2016-06-29,7,0.10.0,12,1.0.2,5,0.9.4,5,0.9.4,0
STORM-1937,2016-06-30,2016-07-03,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,3
STORM-1832,2016-05-13,2016-07-04,12,1.0.2,12,1.0.2,9,1.0.0,9|11|26,1.0.0|1.0.1|2.0.0,0
STORM-1941,2016-07-01,2016-07-05,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,4
STORM-1946,2016-07-06,2016-07-08,12,1.0.2,12,1.0.2,12,1.0.2,,,2
STORM-1945,2016-07-06,2016-07-08,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,3
STORM-1844,2016-05-17,2016-07-08,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,3
STORM-1834,2016-05-13,2016-07-08,12,1.0.2,12,1.0.2,11,1.0.1,11|14,1.0.1|0.10.2,3
STORM-1461,2016-01-09,2016-07-09,9,1.0.0,12,1.0.2,8,0.9.6,,,0
STORM-1956,2016-07-08,2016-07-10,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,2
STORM-1942,2016-07-01,2016-07-10,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,2
STORM-1934,2016-06-29,2016-07-10,12,1.0.2,12,1.0.2,9,1.0.0,9|11|26,1.0.0|1.0.1|2.0.0,3
STORM-1954,2016-07-08,2016-07-11,12,1.0.2,12,1.0.2,12,1.0.2,,,3
STORM-1959,2016-07-11,2016-07-14,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,5
STORM-1939,2016-06-30,2016-07-14,12,1.0.2,12,1.0.2,11,1.0.1,11,1.0.1,3
STORM-1928,2016-06-23,2016-07-14,12,1.0.2,12,1.0.2,12,1.0.2,,,3
STORM-1968,2016-07-14,2016-07-15,12,1.0.2,12,1.0.2,12,1.0.2,,,0
STORM-1737,2016-04-28,2016-07-15,10,0.10.1,12,1.0.2,9,1.0.0,,,4
STORM-1909,2016-06-16,2016-07-18,12,1.0.2,12,1.0.2,12,1.0.2,12,1.0.2,4
STORM-1977,2016-07-17,2016-07-19,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,5
STORM-1976,2016-07-17,2016-07-19,12,1.0.2,12,1.0.2,9,1.0.0,9|11,1.0.0|1.0.1,4
STORM-1730,2016-04-26,2016-07-19,10,0.10.1,12,1.0.2,9,1.0.0,9,1.0.0,3
STORM-1988,2016-07-20,2016-07-21,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,3
STORM-1964,2016-07-12,2016-07-21,12,1.0.2,12,1.0.2,11,1.0.1,11,1.0.1,3
STORM-1962,2016-07-11,2016-07-21,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,3
STORM-2000,2016-07-22,2016-07-25,12,1.0.2,12,1.0.2,12,1.0.2,16,1.1.0,3
STORM-1995,2016-07-21,2016-07-31,12,1.0.2,12,1.0.2,7,0.10.0,7|9|26,0.10.0|1.0.0|2.0.0,4
STORM-1594,2016-03-02,2016-07-31,9,1.0.0,12,1.0.2,8,0.9.6,,,3
STORM-2022,2016-08-04,2016-08-05,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,3
STORM-2021,2016-08-04,2016-08-05,12,1.0.2,12,1.0.2,12,1.0.2,16|26,1.1.0|2.0.0,3
STORM-2020,2016-08-04,2016-08-05,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,5
STORM-2026,2016-08-08,2016-08-10,12,1.0.2,12,1.0.2,12,1.0.2,26,2.0.0,4
STORM-2036,2016-08-11,2016-08-11,13,0.9.7,13,0.9.7,13,0.9.7,,,1
STORM-2032,2016-08-10,2016-08-12,12,1.0.2,13,0.9.7,11,1.0.1,26,2.0.0,3
STORM-2023,2016-08-05,2016-08-12,12,1.0.2,13,0.9.7,9,1.0.0,9,1.0.0,3
STORM-1999,2016-07-22,2016-08-12,12,1.0.2,13,0.9.7,9,1.0.0,9|16,1.0.0|1.1.0,2
STORM-2037,2016-08-12,2016-08-14,13,0.9.7,13,0.9.7,13,0.9.7,26,2.0.0,3
STORM-1915,2016-06-18,2016-08-17,12,1.0.2,13,0.9.7,11,1.0.1,11,1.0.1,0
STORM-1879,2016-06-02,2016-08-17,12,1.0.2,13,0.9.7,11,1.0.1,11,1.0.1,0
STORM-2042,2016-08-17,2016-08-19,13,0.9.7,13,0.9.7,13,0.9.7,,,4
STORM-2045,2016-08-18,2016-08-22,13,0.9.7,13,0.9.7,13,0.9.7,26,2.0.0,2
STORM-2047,2016-08-18,2016-08-23,13,0.9.7,13,0.9.7,13,0.9.7,,,4
STORM-1881,2016-06-03,2016-08-30,12,1.0.2,13,0.9.7,11,1.0.1,11,1.0.1,0
STORM-2064,2016-08-29,2016-08-31,13,0.9.7,13,0.9.7,13,0.9.7,,,5
STORM-2056,2016-08-25,2016-08-31,13,0.9.7,13,0.9.7,13,0.9.7,,,5
STORM-1646,2016-03-22,2016-08-31,9,1.0.0,13,0.9.7,8,0.9.6,,,3
STORM-2070,2016-08-30,2016-09-01,13,0.9.7,13,0.9.7,12,1.0.2,12|26,1.0.2|2.0.0,3
STORM-1344,2015-11-24,2016-09-02,9,1.0.0,13,0.9.7,9,1.0.0,9,1.0.0,5
STORM-2079,2016-09-01,2016-09-06,13,0.9.7,13,0.9.7,13,0.9.7,,,4
STORM-2074,2016-08-31,2016-09-06,13,0.9.7,13,0.9.7,13,0.9.7,,,4
STORM-2059,2016-08-26,2016-09-06,13,0.9.7,13,0.9.7,13,0.9.7,,,0
STORM-2054,2016-08-24,2016-09-06,13,0.9.7,13,0.9.7,13,0.9.7,16,1.1.0,5
STORM-829,2015-05-19,2016-09-09,6,0.9.5,14,0.10.2,5,0.9.4,,,9
STORM-2067,2016-08-29,2016-09-13,13,0.9.7,14,0.10.2,12,1.0.2,26,2.0.0,2
STORM-1987,2016-07-20,2016-09-13,12,1.0.2,14,0.10.2,11,1.0.1,,,3
STORM-1849,2016-05-18,2016-09-13,12,1.0.2,14,0.10.2,9,1.0.0,9,1.0.0,2
STORM-408,2014-07-17,2016-09-13,4,0.9.3,14,0.10.2,1,0.9.0.1,1,0.9.0.1,0
STORM-2098,2016-09-16,2016-09-19,15,1.0.3,15,1.0.3,15,1.0.3,,,3
STORM-1837,2016-05-15,2016-09-19,12,1.0.2,15,1.0.3,9,1.0.0,9|11|26,1.0.0|1.0.1|2.0.0,14
STORM-2100,2016-09-19,2016-09-21,15,1.0.3,15,1.0.3,15,1.0.3,,,4
STORM-2120,2016-09-22,2016-09-23,15,1.0.3,15,1.0.3,9,1.0.0,9|11|12|26,1.0.0|1.0.1|1.0.2|2.0.0,2
STORM-2110,2016-09-21,2016-09-23,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,4
STORM-2088,2016-09-12,2016-09-23,14,0.10.2,15,1.0.3,13,0.9.7,26,2.0.0,2
STORM-1872,2016-05-30,2016-09-23,12,1.0.2,15,1.0.3,9,1.0.0,9|11|14,1.0.0|1.0.1|0.10.2,4
STORM-1567,2016-02-22,2016-09-23,9,1.0.0,15,1.0.3,8,0.9.6,26,2.0.0,4
STORM-2119,2016-09-22,2016-09-25,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,4
STORM-2118,2016-09-22,2016-09-25,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,5
STORM-2109,2016-09-21,2016-09-25,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,4
STORM-2017,2016-08-03,2016-09-28,12,1.0.2,15,1.0.3,11,1.0.1,11|15,1.0.1|1.0.3,3
STORM-2126,2016-09-27,2016-09-29,15,1.0.3,15,1.0.3,15,1.0.3,,,7
STORM-2066,2016-08-29,2016-10-01,13,0.9.7,15,1.0.3,12,1.0.2,,,4
STORM-2040,2016-08-16,2016-10-01,13,0.9.7,15,1.0.3,12,1.0.2,12|16,1.0.2|1.1.0,3
STORM-2144,2016-10-10,2016-10-11,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,2
STORM-2131,2016-10-03,2016-10-11,15,1.0.3,15,1.0.3,15,1.0.3,,,1
STORM-2128,2016-09-27,2016-10-16,15,1.0.3,15,1.0.3,15,1.0.3,26,2.0.0,0
