PROJ,WF_ITER,MODEL,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,THRESHOLD_STRATEGY,THRESHOLD,PRECISION,RECALL,F1,SPECIFICITY,BALANCED_ACCURACY,G_MEAN,MCC,KAPPA,AUC,TP,FP,TN,FN
STORM,2,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.33650416171224734,0.7839335180055401,0.4708818635607321,0.9679199724042773,0.8759267452049087,0.8710826075147583,0.4995343909502345,0.45538669532641246,0.9619428898493033,283,558,16836,78
STORM,2,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.09541697971450037,0.703601108033241,0.16804498842209728,0.8615614579740141,0.7825812830036276,0.7785856384940907,0.22342661740711256,0.13714751413203316,0.830331534069283,254,2408,14986,107
STORM,2,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.3349455864570738,0.7673130193905817,0.46632996632996637,0.9683799011153271,0.8678464602529544,0.8620037736819687,0.4927133513370479,0.4507828561943727,0.9596657012622877,277,550,16844,84
STORM,2,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.3238993710691824,0.2853185595567867,0.30338733431516934,0.9876394158905369,0.6364789877236618,0.5308407063360855,0.2904689256121835,0.2898629965088095,0.9244736698775678,103,215,17179,258
STORM,2,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.12465753424657534,0.5041551246537396,0.19989017023613398,0.9265263884097965,0.715340756531768,0.6834566751767958,0.22126155165436276,0.17292492566996948,0.8629926835024782,182,1278,16116,179
STORM,2,IBk,none,none,CostSensitive,DEFAULT,0.5,0.024522569444444444,0.31301939058171746,0.04548198832763132,0.7415775554789008,0.5272984730303092,0.48179679791908675,0.017577298085689076,0.008076245342051275,0.690165392785171,113,4495,12899,248
STORM,3,RandomForest,none,none,none,DEFAULT,0.5,0.9523809523809523,0.8287292817679558,0.8862629246676513,0.9991375840855516,0.9139334329267537,0.9099530605732308,0.8862852415912972,0.8840632373861259,0.9915205297870198,300,15,17378,62
STORM,3,NaiveBayes,none,none,none,DEFAULT,0.5,0.12889983579638753,0.43370165745856354,0.1987341772151899,0.938998447651354,0.6863500525549587,0.638157647527169,0.2083766451467089,0.1727292427371637,0.8561856344697,157,1061,16332,205
STORM,3,IBk,none,none,none,DEFAULT,0.5,0.9581993569131833,0.8232044198895028,0.8855869242199108,0.9992525728741448,0.9112284963818238,0.9069669975120117,0.8860362649703485,0.8833895672201292,0.9949408903626371,298,13,17380,64
STORM,3,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.8910891089108911,0.7458563535911602,0.81203007518797,0.9981026849882136,0.8719795192896869,0.8628100770939428,0.811795504248071,0.8084715322786573,0.9835681179924737,270,33,17360,92
STORM,3,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.1411214953271028,0.4171270718232044,0.21089385474860334,0.947162651641465,0.6821448617323347,0.6285596100764875,0.21633832331092037,0.1860949563659616,0.8297439307678551,151,919,16474,211
STORM,3,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.9103448275862069,0.7292817679558011,0.8098159509202455,0.9985051457482895,0.8638934568520453,0.853341431083876,0.8114513406299694,0.8063028426136912,0.9862629691947576,264,26,17367,98
STORM,3,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.548885077186964,0.8839779005524862,0.6772486772486772,0.9848789743000057,0.9344284374262459,0.9330655110976962,0.6890409901608386,0.6689197727883965,0.9890046735636645,320,263,17130,42
STORM,3,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.11888544891640866,0.5303867403314917,0.19423368740515934,0.9181854769160007,0.7242861086237462,0.6978491256146946,0.22046308323886066,0.16646815909584875,0.8576344296762557,192,1423,15970,170
STORM,3,IBk,none,SMOTE,none,DEFAULT,0.5,0.5493934142114385,0.8756906077348067,0.6751863684771033,0.9850514574828955,0.930371032608851,0.9287627842744636,0.6860256528997263,0.6668383556566954,0.9930592195437741,317,260,17133,45
STORM,3,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.30850047755491883,0.8922651933701657,0.45848119233498946,0.9583740585292934,0.9253196259497296,0.9247290493190914,0.510330328126934,0.44156003477011,0.9835565238190381,323,724,16669,39
STORM,3,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.10466138962181179,0.6574585635359116,0.18057663125948406,0.8829414132122118,0.7701999883740617,0.7619037952503377,0.2285399457290252,0.1507005389606173,0.8197548356438562,238,2036,15357,124
STORM,3,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.30850047755491883,0.8922651933701657,0.45848119233498946,0.9583740585292934,0.9253196259497296,0.9247290493190914,0.510330328126934,0.44156003477011,0.9843986896360478,323,724,16669,39
STORM,3,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.6453488372093024,0.919889502762431,0.7585421412300684,0.9894785258437302,0.9546840143030806,0.9540497414351582,0.7650685143986674,0.7526135852936506,0.9930137163836471,333,183,17210,29
STORM,3,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.12692847124824685,0.5,0.20246085011185685,0.9284194791007877,0.7142097395503939,0.6813293913742411,0.2227774278246994,0.17565185307992817,0.8560712015661346,181,1245,16148,181
STORM,3,IBk,none,none,CostSensitive,DEFAULT,0.5,0.6466019417475728,0.919889502762431,0.7594070695553022,0.9895360202380268,0.9547127615002289,0.9540774589215874,0.7658371451784787,0.7535045918040041,0.9949382697617921,333,182,17211,29
STORM,4,RandomForest,none,none,none,DEFAULT,0.5,0.8783783783783784,0.372848948374761,0.5234899328859061,0.9984869711403754,0.6856679597575682,0.6101514706657596,0.5652090940061407,0.5152642576376302,0.8700098093472204,195,27,17818,328
STORM,4,NaiveBayes,none,none,none,DEFAULT,0.5,0.12916328188464662,0.30401529636711283,0.18129988597491448,0.9399271504623143,0.6219712234147136,0.534557977408715,0.16225574071885895,0.14721696318824232,0.7435773955352737,159,1072,16773,364
STORM,4,IBk,none,none,none,DEFAULT,0.5,0.8252032520325203,0.3881453154875717,0.5279583875162548,0.9975903614457832,0.6928678384666774,0.6222620232432108,0.5581209347004407,0.5191996121051582,0.8120781940514962,203,43,17802,320
STORM,4,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.839622641509434,0.3403441682600382,0.4843537414965986,0.9980947043989913,0.6692194363295147,0.5828342062829046,0.5270008829300498,0.4757425560641045,0.7923656920357851,178,34,17811,345
STORM,4,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.14205079962370648,0.2887189292543021,0.19041614123581335,0.9488932474082376,0.6188060883312698,0.5234151720845929,0.16924871467833036,0.15828970636782982,0.643025800565417,151,912,16933,372
STORM,4,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.8461538461538461,0.3575525812619503,0.5026881720430108,0.9980947043989913,0.6778236428304708,0.5973870921787167,0.5425378757060849,0.4941310610358646,0.7094110802228881,187,34,17811,336
STORM,4,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.33500627352572143,0.5105162523900574,0.40454545454545454,0.9702998038666293,0.7404080281283434,0.7038137676721018,0.39251899884851127,0.38334240698975336,0.8613524041472485,267,530,17315,256
STORM,4,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.12507977026164646,0.37476099426386233,0.1875598086124402,0.9231717567946204,0.6489663755292414,0.5881910960331417,0.17738843543609165,0.1513243061136431,0.7793842987227491,196,1371,16474,327
STORM,4,IBk,none,SMOTE,none,DEFAULT,0.5,0.3300970873786408,0.5200764818355641,0.4038604305864885,0.9690669655365649,0.7445717236860645,0.7099217830855189,0.3930225285798369,0.3823436988060867,0.8151885767981883,272,552,17293,251
STORM,4,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.21771523178807947,0.502868068833652,0.3038705950317735,0.947043989913141,0.7249560293733965,0.690100124842865,0.30188716232950125,0.27506072428945433,0.7212008869664259,263,945,16900,260
STORM,4,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.12012480499219969,0.4416826003824092,0.18887980376124283,0.9051835247968618,0.6734330625896355,0.6323004136133338,0.1884362393708614,0.1508634756610894,0.6358921925417889,231,1692,16153,292
STORM,4,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.2209767814251401,0.5277246653919694,0.3115124153498871,0.9454749229476044,0.7365997941697868,0.7063642384414874,0.3126317369851209,0.2827214395453343,0.6994778169996898,276,973,16872,247
STORM,4,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.5752212389380531,0.497131931166348,0.5333333333333334,0.9892406836648922,0.7431863074156201,0.7012725087001815,0.522141834061472,0.5206792747514226,0.8617045441760818,260,192,17653,263
STORM,4,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.12072575017445918,0.33078393881453155,0.1768916155419223,0.9293919865508545,0.6300879626826931,0.5544618490157405,0.16134686551270097,0.14105624665796637,0.7435225360510922,173,1260,16585,350
STORM,4,IBk,none,none,CostSensitive,DEFAULT,0.5,0.5572033898305084,0.502868068833652,0.528643216080402,0.9882880358643877,0.7455780523490199,0.7049670177012026,0.5162733199426969,0.5155564633170868,0.8120796405418017,263,209,17636,260
STORM,5,RandomForest,none,none,none,DEFAULT,0.5,0.6388888888888888,0.5168539325842697,0.5714285714285714,0.9986070931104682,0.757730512847369,0.7184246677145012,0.5728315273691962,0.5696018177833166,0.9863306715207726,46,26,18640,43
STORM,5,NaiveBayes,none,none,none,DEFAULT,0.5,0.018167456556082148,0.25842696629213485,0.03394833948339483,0.9334083360120005,0.5959176511520676,0.4911393738923514,0.052547229491808185,0.025305311005854536,0.8006045360368007,23,1243,17423,66
STORM,5,IBk,none,none,none,DEFAULT,0.5,0.33093525179856115,0.5168539325842697,0.40350877192982454,0.9950176792028287,0.7559358058935493,0.717132345168488,0.4101390236263755,0.4000373524191305,0.9183277412395547,46,93,18573,43
STORM,5,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.5873015873015873,0.4157303370786517,0.4868421052631579,0.9986070931104682,0.70716871509456,0.6443223288292494,0.4921263750870246,0.484815530369992,0.9418828561694218,37,26,18640,52
STORM,5,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.02119460500963391,0.24719101123595505,0.03904170363797692,0.9455694846244509,0.596380247930203,0.48346279804983844,0.05793551869491852,0.030567597428440875,0.7476042483058183,22,1016,17650,67
STORM,5,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.35,0.39325842696629215,0.3703703703703704,0.9965177327761706,0.6948880798712314,0.626010380134046,0.3678224897856124,0.3671926723080792,0.858095353325219,35,65,18601,54
STORM,5,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.10983606557377049,0.7528089887640449,0.1917024320457797,0.9709096753455481,0.8618593320547965,0.8549324715310029,0.2803799817652315,0.18495188700397122,0.9793197871031509,67,543,18123,22
STORM,5,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.02061211742660837,0.3707865168539326,0.039053254437869826,0.9159969998928533,0.643391758373393,0.5827858414880402,0.07053366508230598,0.030335005233203444,0.813370943023246,33,1568,17098,56
STORM,5,IBk,none,SMOTE,none,DEFAULT,0.5,0.08808290155440414,0.7640449438202247,0.15795586527293845,0.9622843672988322,0.8631646555595285,0.8574546666453665,0.25125486651449297,0.15072877478531665,0.934536987877978,68,704,17962,21
STORM,5,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.05930470347648262,0.651685393258427,0.10871602624179942,0.9507125254473374,0.8011989593528822,0.7871248096851352,0.18621104321325657,0.10089456328193733,0.9340280411298798,58,920,17746,31
STORM,5,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.020110608345902465,0.449438202247191,0.0384985563041386,0.8955855566270224,0.6725118794371068,0.6344370437868512,0.0770082960427721,0.029683899426518372,0.7435293636088929,40,1949,16717,49
STORM,5,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.05258386219401632,0.651685393258427,0.09731543624161072,0.9440158577092039,0.7978506254838155,0.7843477197476983,0.1740060828890433,0.08931766267174368,0.873266240246943,58,1045,17621,31
STORM,5,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.22758620689655173,0.7415730337078652,0.3482849604221636,0.9879995714132648,0.864786302560565,0.8559636905120482,0.4063642533199239,0.34351752456059986,0.982608528153694,66,224,18442,23
STORM,5,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.021067415730337078,0.33707865168539325,0.03965631196298744,0.9253187613843351,0.6311987065348642,0.5584847361089019,0.06807903284511906,0.031000706436400807,0.8006376431582026,30,1394,17272,59
STORM,5,IBk,none,none,CostSensitive,DEFAULT,0.5,0.1846590909090909,0.7303370786516854,0.29478458049886624,0.9846244508732455,0.8574807647624654,0.8480022081455838,0.3620659326463526,0.2894014947554925,0.9183144983909939,65,287,18379,24
STORM,6,RandomForest,none,none,none,DEFAULT,0.5,0.8142857142857143,0.5876288659793815,0.6826347305389222,0.9993138031142782,0.7934713345468298,0.7663064901732114,0.6904357595733079,0.6812736346312531,0.9459354670192881,57,13,18932,40
STORM,6,NaiveBayes,none,none,none,DEFAULT,0.5,0.01951219512195122,0.24742268041237114,0.03617181612660136,0.9363420427553444,0.5918823615838578,0.4813234442672851,0.053221415084876496,0.026983336951642473,0.7933282181463978,24,1206,17739,73
STORM,6,IBk,none,none,none,DEFAULT,0.5,0.7368421052631579,0.5773195876288659,0.6473988439306358,0.9989443124835049,0.7881319500561854,0.7594143260086539,0.650668701628616,0.645813627717698,0.9236471282850791,56,20,18925,41
STORM,6,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.828125,0.5463917525773195,0.6583850931677019,0.9994193718659277,0.7729055622216237,0.7389685393530282,0.6713675509855405,0.656995964427221,0.9583732617207162,53,11,18934,44
STORM,6,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.024342745861733205,0.25773195876288657,0.04448398576512456,0.9471100554235946,0.6024210070932405,0.4940653091933789,0.064557968327568,0.0355057095440151,0.7278516486954912,25,1002,17943,72
STORM,6,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.7878787878787878,0.5360824742268041,0.6380368098159509,0.9992610187384534,0.7676717464826288,0.7319059497802344,0.6484722507015124,0.6365374524189528,0.9662310595239066,52,14,18931,45
STORM,6,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.14025500910746813,0.7938144329896907,0.23839009287925697,0.9750857746107152,0.884450103800203,0.8797938174873237,0.3271246666157159,0.23173830833352554,0.9428579202411757,77,472,18473,20
STORM,6,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.021957340025094103,0.36082474226804123,0.04139562389118864,0.9177091580892056,0.6392669501786234,0.5754408487799234,0.07159690481012321,0.03210030633926662,0.8047775301809633,35,1559,17386,62
STORM,6,IBk,none,SMOTE,none,DEFAULT,0.5,0.14107142857142857,0.8144329896907216,0.24048706240487064,0.9746107152282925,0.8945218524595071,0.8909293566764936,0.332480159952876,0.23383379748062288,0.93616328329701,79,481,18464,18
STORM,6,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.08568329718004339,0.8144329896907216,0.15505397448478903,0.9555027711797308,0.8849678804352262,0.8821524690152364,0.25535425933330147,0.1471926295700422,0.9567200768366378,79,843,18102,18
STORM,6,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.02059266700150678,0.422680412371134,0.039272030651340994,0.897070467141726,0.65987543975643,0.6157711547136896,0.07439339224761009,0.029847276242702125,0.7265807424095251,41,1950,16995,56
STORM,6,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.08306364617044229,0.7938144329896907,0.15039062500000003,0.9551332805489575,0.8744738567693241,0.8707459925423452,0.24775682958086775,0.14248179399011385,0.9626917854995334,77,850,18095,20
STORM,6,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.2695035460992908,0.7835051546391752,0.40105540897097625,0.9891264185801003,0.8863157866096378,0.8803326913998452,0.45537024795373277,0.3964804159609922,0.944790807900243,76,206,18739,21
STORM,6,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.020538243626062325,0.29896907216494845,0.03843605036447979,0.9269992082343627,0.6129841401996555,0.5264447674575835,0.061395585886044775,0.02918112679174144,0.7934503840471467,29,1383,17562,68
STORM,6,IBk,none,none,CostSensitive,DEFAULT,0.5,0.2604166666666667,0.7731958762886598,0.3896103896103897,0.988756927949327,0.8809764021189934,0.8743584958941402,0.44444501965699895,0.384922789417014,0.9236512095512511,75,213,18732,22
STORM,7,RandomForest,none,none,none,DEFAULT,0.5,0.15789473684210525,0.3559322033898305,0.21875,0.9946874110615691,0.6753098072256998,0.5950136821143446,0.2339375532486738,0.21571764994517323,0.9649480076987518,21,112,20970,38
STORM,7,NaiveBayes,none,none,none,DEFAULT,0.5,0.010030864197530864,0.22033898305084745,0.01918819188191882,0.9391423963570819,0.5797406897039646,0.4548952412954606,0.03507226720953812,0.013923989458932466,0.7907368162091848,13,1283,19799,46
STORM,7,IBk,none,none,none,DEFAULT,0.5,0.08928571428571429,0.423728813559322,0.14749262536873156,0.9879043733991082,0.7058165934792151,0.6469957867331669,0.18995280652823524,0.14354423803776004,0.873510055167956,25,255,20827,34
STORM,7,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.12,0.3050847457627119,0.17224880382775118,0.9937387344654207,0.6494117401140663,0.5506128668664962,0.18781679960343498,0.16891956837544567,0.9410851734711434,18,132,20950,41
STORM,7,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.012218045112781954,0.22033898305084745,0.023152270703472838,0.950147044872403,0.5852430139616253,0.45755265665926714,0.041138692005738865,0.0179589157102551,0.7857916384609571,13,1051,20031,46
STORM,7,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.08636363636363636,0.3220338983050847,0.13620071684587812,0.9904658002087089,0.6562498492568968,0.5647685922385165,0.16245345525036003,0.132382123156565,0.783293322763897,19,201,20881,40
STORM,7,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.027331189710610933,0.576271186440678,0.05218726016884114,0.9426050659330234,0.7594381261868507,0.7370184120428857,0.11631660421966684,0.04710946169900906,0.9527546995669854,34,1210,19872,25
STORM,7,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.011396011396011397,0.3389830508474576,0.02205071664829107,0.9177023052841287,0.6283426780657931,0.5577504165977457,0.04907952361549827,0.01674108722920598,0.8025305546220649,20,1735,19347,39
STORM,7,IBk,none,SMOTE,none,DEFAULT,0.5,0.027967681789931635,0.7627118644067796,0.053956834532374105,0.9258134901811972,0.8442626772939884,0.8403147822031032,0.13697788872027122,0.04883563081528074,0.9234140619598372,45,1564,19518,14
STORM,7,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.014712245781047165,0.576271186440678,0.028691983122362867,0.8919931695285077,0.7341321779845928,0.7169588287350773,0.07916767274012478,0.023376592206627796,0.8960632333149494,34,2277,18805,25
STORM,7,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.0107981220657277,0.3898305084745763,0.0210141617176793,0.9000569205957689,0.6449437145351726,0.592342508192608,0.05080646869604976,0.01566812581039254,0.7892450624599023,23,2107,18975,36
STORM,7,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.015706806282722512,0.6610169491525424,0.03068450039339103,0.8840717199506688,0.7725443345516056,0.76445169314603,0.08931577284398579,0.025370799882082736,0.8397753565978849,39,2444,18638,20
STORM,7,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.028169014084507043,0.4745762711864407,0.05318138651471985,0.9541789204060336,0.7143775957962372,0.6729269455825045,0.10685452464690502,0.04816633317800342,0.9552863797375543,28,966,20116,31
STORM,7,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.010512483574244415,0.2711864406779661,0.020240354206198612,0.9285646523100275,0.5998755464939968,0.5018108637717297,0.04076855464836084,0.014947393276897376,0.7907283745954055,16,1506,19576,43
STORM,7,IBk,none,none,CostSensitive,DEFAULT,0.5,0.027051397655545536,0.5084745762711864,0.05136986301369863,0.9488188976377953,0.7286467369544909,0.6945864143031248,0.10820541251216315,0.046315693303910076,0.8735615088138488,30,1079,20003,29
STORM,8,RandomForest,none,none,none,DEFAULT,0.5,0.4897959183673469,0.42857142857142855,0.45714285714285713,0.9988262910798122,0.7136988598256204,0.6542693714845412,0.4568323212006653,0.45581100920385104,0.9373738262910798,24,25,21275,32
STORM,8,NaiveBayes,none,none,none,DEFAULT,0.5,0.010132501948558068,0.23214285714285715,0.019417475728155338,0.9403755868544601,0.5862592219986587,0.4672274344682527,0.03712785652741743,0.01446507006821384,0.7890656438631791,13,1270,20030,43
STORM,8,IBk,none,none,none,DEFAULT,0.5,0.33783783783783783,0.44642857142857145,0.38461538461538464,0.9976995305164319,0.7220640509725017,0.6673841293613499,0.3865182367753056,0.3827727825803013,0.8548985580147552,25,49,21251,31
STORM,8,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.3225806451612903,0.35714285714285715,0.3389830508474576,0.9980281690140845,0.6775855130784708,0.5970248167293756,0.33759567615544933,0.33715655470770717,0.8870409959758552,20,42,21258,36
