PROJ,WF_ITER,MODEL,FEATURE_SELECTION,BALANCING,COST_SENSITIVE,THRESHOLD_STRATEGY,THRESHOLD,PRECISION,RECALL,F1,SPECIFICITY,BALANCED_ACCURACY,G_MEAN,MCC,KAPPA,AUC,TP,FP,TN,FN
STORM,8,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.01431297709923664,0.26785714285714285,0.02717391304347826,0.9515023474178403,0.6096797451374916,0.5048432431965463,0.051930920987004976,0.022306558052362944,0.8084310026827632,15,1033,20267,41
STORM,8,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.27848101265822783,0.39285714285714285,0.3259259259259259,0.9973239436619719,0.6950905432595573,0.6259439551669626,0.3286860607998553,0.3238508502504325,0.7980130784708249,22,57,21243,34
STORM,8,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.03343465045592705,0.5892857142857143,0.06327900287631831,0.9552112676056338,0.772248490945674,0.7502615238200266,0.1326281957594624,0.05860701277995879,0.9061506539235412,33,954,20346,23
STORM,8,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.01195219123505976,0.375,0.023166023166023165,0.9184976525821597,0.6467488262910799,0.5868872291320624,0.05462426547197406,0.018175963621906398,0.7895573440643863,21,1736,19564,35
STORM,8,IBk,none,SMOTE,none,DEFAULT,0.5,0.0380952380952381,0.6428571428571429,0.07192807192807195,0.9573239436619718,0.8000905432595573,0.7844887094224287,0.14925128365183546,0.06731029419811754,0.8794550637156271,36,909,20391,20
STORM,8,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.020652898067954697,0.5535714285714286,0.03982016698779705,0.9309859154929577,0.7422786720321932,0.7178908017375037,0.09694015362374049,0.03494101836643192,0.845601106639839,31,1470,19830,25
STORM,8,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.011715089034676664,0.44642857142857145,0.0228310502283105,0.9009859154929577,0.6737072434607646,0.6342127837964043,0.05924275484934017,0.017811750332554804,0.7942157109322602,25,2109,19191,31
STORM,8,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.021400778210116732,0.5892857142857143,0.04130162703379224,0.9291549295774648,0.7592203219315896,0.7399579220186435,0.10243646675530833,0.03642531948345493,0.8342928403755868,33,1509,19791,23
STORM,8,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.0610236220472441,0.5535714285714286,0.10992907801418439,0.977605633802817,0.7655885311871228,0.7356456669373526,0.17826212228719532,0.10570469126838601,0.9083278839704896,31,477,20823,25
STORM,8,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.010767160161507403,0.2857142857142857,0.020752269779507133,0.9309859154929577,0.6083501006036217,0.5157479770732317,0.04355467641288124,0.015778042834138514,0.7890543259557344,16,1470,19830,40
STORM,8,IBk,none,none,CostSensitive,DEFAULT,0.5,0.058823529411764705,0.5535714285714286,0.10634648370497427,0.9767136150234742,0.7651425217974515,0.7353099694507813,0.1748049296202098,0.10208978330671774,0.8548985580147552,31,496,20804,25
STORM,9,RandomForest,none,none,none,DEFAULT,0.5,0.1686746987951807,0.2828282828282828,0.2113207547169811,0.993819973130318,0.6383241279793004,0.5301701580067459,0.21396562583214976,0.20693518341035388,0.7623935277540294,28,138,22192,71
STORM,9,NaiveBayes,none,none,none,DEFAULT,0.5,0.022540983606557378,0.2222222222222222,0.04093023255813954,0.9572772055530676,0.5897497138876449,0.4612247477105729,0.05832518191910608,0.03318130371415582,0.7281493845757169,22,954,21376,77
STORM,9,IBk,none,none,none,DEFAULT,0.5,0.11567164179104478,0.31313131313131315,0.16893732970027248,0.9893864755933721,0.6512588943623426,0.5566038863472969,0.18456561840721775,0.16354512306167568,0.6998801268393745,31,237,22093,68
STORM,9,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.09205020920502092,0.2222222222222222,0.1301775147928994,0.990282131661442,0.6062521769418321,0.46910840530176484,0.13719939293009062,0.12471381847915025,0.7408591060628679,22,217,22113,77
STORM,9,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.025570776255707764,0.2828282828282828,0.04690117252931324,0.952216748768473,0.6175225157983779,0.5189545528603806,0.0723052495468412,0.039122001477520645,0.7412293558061583,28,1067,21263,71
STORM,9,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.0932475884244373,0.29292929292929293,0.14146341463414633,0.9873712494402149,0.640150271184754,0.5378010430979422,0.15890324845198156,0.13567568088324172,0.6359793637223105,29,282,22048,70
STORM,9,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.012994862496222424,0.43434343434343436,0.025234741784037555,0.8537393640841917,0.644041399213813,0.6089467032758348,0.053850155086940334,0.016807391118175165,0.7296839872074982,43,3266,19064,56
STORM,9,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.02146690518783542,0.36363636363636365,0.040540540540540536,0.9265114196148679,0.6450738916256158,0.5804422826572128,0.07312816991610752,0.03247548507718306,0.7173334328506742,36,1641,20689,63
STORM,9,IBk,none,SMOTE,none,DEFAULT,0.5,0.011277209546289012,0.43434343434343436,0.021983640081799594,0.8311688311688312,0.6327561327561328,0.6008433445159298,0.04685651231123064,0.013495307371053075,0.7143022251172721,43,3770,18560,56
STORM,9,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.009028794533918985,0.37373737373737376,0.017631641648796763,0.8181370353784146,0.5959372045578942,0.5529632781293976,0.032915462248844604,0.009090374389477622,0.7013450673325281,37,4061,18269,62
STORM,9,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.018613861386138613,0.47474747474747475,0.035823170731707314,0.8890282131661442,0.6818878439568095,0.6496644512206949,0.07629476800271216,0.027562515009747438,0.7353702723608679,47,2478,19852,52
STORM,9,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.010580819450697884,0.47474747474747475,0.020700286280554946,0.803179579041648,0.6389635268945614,0.6175009934556884,0.04623002603719425,0.012169981445980619,0.6831374651123867,47,4395,17935,52
STORM,9,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.05547850208044383,0.40404040404040403,0.09756097560975609,0.9695029108822212,0.6867716574613126,0.6258740670703655,0.14038651352179354,0.09050139782833472,0.7514712734148471,40,681,21649,59
STORM,9,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.02434928631402183,0.29292929292929293,0.04496124031007752,0.9479623824451411,0.6204458376872171,0.5269591544068887,0.07121493167696784,0.03711335780367801,0.728129028755988,29,1162,21168,70
STORM,9,IBk,none,none,CostSensitive,DEFAULT,0.5,0.04314159292035398,0.3939393939393939,0.07776669990029911,0.9612628750559785,0.6776011344976862,0.6153692504634851,0.11972418652487027,0.07037008741426742,0.6998172499739898,39,865,21465,60
STORM,10,RandomForest,none,none,none,DEFAULT,0.5,0.9516129032258065,0.37341772151898733,0.5363636363636364,0.9998666014495976,0.6866421614842925,0.611038385157792,0.5946309012745038,0.5345332867999805,0.8465452308329642,59,3,22486,99
STORM,10,NaiveBayes,none,none,none,DEFAULT,0.5,0.0425531914893617,0.24050632911392406,0.07231208372978115,0.9619814131353106,0.6012438711246173,0.48100168227252466,0.08659983452237506,0.06118178935891724,0.7174054432237195,38,855,21634,120
STORM,10,IBk,none,none,none,DEFAULT,0.5,0.8,0.379746835443038,0.5150214592274679,0.9993330072479879,0.6895399213455129,0.6160304757527812,0.5491976306533277,0.512833399104635,0.7841411638094798,60,15,22474,98
STORM,10,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.5952380952380952,0.31645569620253167,0.4132231404958678,0.9984881497621059,0.6574719229823187,0.5621185485135185,0.4312297131978923,0.4103673797173838,0.8107762669907257,50,34,22455,108
STORM,10,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.038461538461538464,0.25316455696202533,0.06677796327212021,0.955533816532527,0.6043491867472761,0.4918407214990341,0.08298866425641153,0.05533520684253351,0.702247821860589,40,1000,21489,118
STORM,10,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.4098360655737705,0.31645569620253167,0.35714285714285715,0.9967984347903419,0.6566270654964368,0.5616427179757355,0.3562034384681346,0.3532106074183856,0.7398232947640787,50,72,22417,108
STORM,10,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.04190919674039581,0.45569620253164556,0.07675906183368869,0.9268086620125394,0.6912524322720925,0.6498793639996192,0.12024437232203071,0.06480908656638862,0.7972550293223523,72,1646,20843,86
STORM,10,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.03678929765886288,0.34810126582278483,0.06654567453115548,0.935968695806839,0.6420349808148119,0.5707993410830654,0.09522316516331908,0.054615321329766486,0.7175202672924204,55,1440,21049,103
STORM,10,IBk,none,SMOTE,none,DEFAULT,0.5,0.041383219954648526,0.4620253164556962,0.07596253902185224,0.9248076837565031,0.6934165001060997,0.6536700717856507,0.1201410427795959,0.063975586750884,0.7756795023840066,73,1691,20798,85
STORM,10,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.03487792725460887,0.4430379746835443,0.06466512702078522,0.9138690026235048,0.6784534886535245,0.6363007716861486,0.10452980042218861,0.05240804079745912,0.7370217844898574,70,1937,20552,88
STORM,10,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.03123662815575524,0.4620253164556962,0.05851703406813628,0.8993285606296412,0.6806769385426688,0.6446026394784277,0.09886942685667494,0.04604921373545833,0.6840009264726328,73,2264,20225,85
STORM,10,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.03347680535628886,0.4430379746835443,0.062249888839484215,0.9101338432122371,0.6765859089478907,0.6349990980999106,0.10154378221889579,0.04992454400428078,0.7146576863738165,70,2021,20468,88
STORM,10,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.20526315789473684,0.4936708860759494,0.2899628252788104,0.9865712125928232,0.7401210493343863,0.6978835753173468,0.31120831422414275,0.28289541633185505,0.8092487973023098,78,302,22187,80
STORM,10,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.04121863799283154,0.2911392405063291,0.07221350078492936,0.9524211836898039,0.6217802120980664,0.5265806491522343,0.09366042835554114,0.06073301603789834,0.7173986888667371,46,1070,21419,112
STORM,10,IBk,none,none,CostSensitive,DEFAULT,0.5,0.2010178117048346,0.5,0.2867513611615245,0.9860376183912135,0.7430188091956067,0.7021529813335601,0.3098012621645142,0.2795816423241448,0.7841012005306673,79,314,22175,79
STORM,11,RandomForest,none,none,none,DEFAULT,0.5,0.828125,0.375886524822695,0.5170731707317073,0.9995208850559694,0.6877037049393322,0.612948963594354,0.5562824503654411,0.5152255921204874,0.9694529471129386,53,11,22948,88
STORM,11,NaiveBayes,none,none,none,DEFAULT,0.5,0.037714285714285714,0.23404255319148937,0.06496062992125984,0.9633259288296528,0.598684241010571,0.4748255047265837,0.08052651976637573,0.055025545960120506,0.7330643987941502,33,842,22117,108
STORM,11,IBk,none,none,none,DEFAULT,0.5,0.43902439024390244,0.3829787234042553,0.4090909090909091,0.9969946426238077,0.6899866830140315,0.6179221111701276,0.406667980103735,0.4057107574664678,0.9203504613064485,54,69,22890,87
STORM,11,RandomForest,BestFirst (backward),none,none,DEFAULT,0.5,0.45614035087719296,0.18439716312056736,0.26262626262626265,0.9986497669759136,0.5915234650482405,0.4291249048719663,0.2873700822433702,0.2600257233541517,0.8202131212006355,26,31,22928,115
STORM,11,NaiveBayes,BestFirst (backward),none,none,DEFAULT,0.5,0.05923836389280677,0.2978723404255319,0.0988235294117647,0.9709482120301407,0.6344102762278363,0.5377904948485085,0.12139160318540695,0.08955268575937765,0.7760709114829735,42,667,22292,99
STORM,11,IBk,BestFirst (backward),none,none,DEFAULT,0.5,0.375,0.14893617021276595,0.2131979695431472,0.9984755433599024,0.5737058567863342,0.38562821924638035,0.23347752893667864,0.21045807323986143,0.7261949222465333,21,35,22924,120
STORM,11,RandomForest,none,SMOTE,none,DEFAULT,0.5,0.06682577565632458,0.5957446808510638,0.12017167381974249,0.9489089246047302,0.772326802727897,0.7518693001083174,0.18701766981400034,0.11040702612196622,0.9311725589155383,84,1173,21786,57
STORM,11,NaiveBayes,none,SMOTE,none,DEFAULT,0.5,0.0321285140562249,0.3404255319148936,0.058715596330275226,0.9370181628119691,0.6387218473634314,0.5647874879006979,0.08786145987715618,0.048097109951399916,0.7255150176741209,48,1446,21513,93
STORM,11,IBk,none,SMOTE,none,DEFAULT,0.5,0.058704453441295545,0.6170212765957447,0.10720887245841035,0.9392395139161114,0.778130395255928,0.7612691796635969,0.1768205067667841,0.09714453844181847,0.9219224896431165,87,1395,21564,54
STORM,11,RandomForest,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.018780699219878648,0.46099290780141844,0.03609106052193226,0.8520841500065334,0.6565385289039759,0.6267413740954173,0.06832455305747166,0.024650287233894584,0.7272873722784896,65,3396,19563,76
STORM,11,NaiveBayes,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.02433304016417473,0.5886524822695035,0.046734234234234236,0.855045951478723,0.7218492168741133,0.7094539603049937,0.09741397087922599,0.035426351822653315,0.7651570684590694,83,3328,19631,58
STORM,11,IBk,BestFirst (backward),SMOTE,none,DEFAULT,0.5,0.02005156115726153,0.49645390070921985,0.038546255506607924,0.8509952524064637,0.6737245765578418,0.6499845479257303,0.07555699030279298,0.027130737601800146,0.7053253116332259,70,3421,19538,71
STORM,11,RandomForest,none,none,CostSensitive,DEFAULT,0.5,0.26358695652173914,0.6879432624113475,0.381139489194499,0.9881963500152445,0.8380698062132961,0.8245138088185504,0.4206100908803104,0.37562874738590324,0.962406312331665,97,271,22688,44
STORM,11,NaiveBayes,none,none,CostSensitive,DEFAULT,0.5,0.037852112676056336,0.3049645390070922,0.06734534064212999,0.9523933969249532,0.6286789679660227,0.5389306200677568,0.0926997839403398,0.057105631888412965,0.7330421574814678,43,1093,21866,98
STORM,11,IBk,none,none,CostSensitive,DEFAULT,0.5,0.2398190045248869,0.75177304964539,0.36363636363636365,0.9853652162550633,0.8685691329502268,0.8606805526085496,0.4190955756738331,0.35769160203185607,0.9202916144999767,106,336,22623,35
